_id,AnnoA,CorsoTIPO,ClasseNUMERO,ClasseNOME,SESSO,Isc
3271,2012/2013,Laurea Magistrale - dm 270/04,LM-18,Informatica,F,146
3272,2012/2013,Laurea Magistrale - dm 270/04,LM-60,Scienze della natura,F,144
3273,2012/2013,Laurea Magistrale - dm 270/04,LM-87,Servizio sociale e politiche sociali,M,144
3274,2012/2013,Laurea Magistrale - dm 270/04,LM-48,Pianificazione territoriale urbanistica e ambientale,F,142
3275,2012/2013,Laurea Magistrale - dm 270/04,LM-03,Architettura del paesaggio,F,139
3276,2012/2013,Laurea Magistrale - dm 270/04,LM-85,Scienze pedagogiche,M,135
3277,2012/2013,Laurea Magistrale - dm 270/04,LM-83,Scienze statistiche attuariali e finanziarie,F,129
3278,2012/2013,Laurea Magistrale - dm 270/04,LM-27,Ingegneria delle telecomunicazioni,F,128
3279,2012/2013,Laurea - dm 270/04,L-06,Geografia,M,122
3280,2012/2013,Laurea Magistrale - dm 270/04,LM-29,Ingegneria elettronica,F,121
3281,2012/2013,Laurea Magistrale - dm 270/04,LM-49,Progettazione e gestione dei sistemi turistici,M,120
3282,2012/2013,Laurea Magistrale - dm 270/04,LM-53ante21,Scienza e ingegneria dei materiali,F,119
3283,2012/2013,Laurea Magistrale - dm 270/04,LM-20,Ingegneria aerospaziale e astronautica,F,115
3284,2012/2013,Laurea - dm 270/04,L-06,Geografia,F,113
3285,2012/2013,Laurea Magistrale - dm 270/04,LM-61,Scienze della nutrizione umana,M,108
3286,2012/2013,Laurea Magistrale - dm 270/04,LM-60,Scienze della natura,M,104
3287,2012/2013,Laurea Magistrale - dm 270/04,LM-94,Traduzione specialistica e interpretariato,M,104
3288,2012/2013,Laurea Magistrale - dm 270/04,LM/SNT4,Scienze delle professioni sanitarie della prevenzione,F,104
3289,2012/2013,Laurea Magistrale - dm 270/04,LM/SNT2,Scienze riabilitative delle professioni sanitarie,M,104
3290,2012/2013,Laurea Magistrale - dm 270/04,LM-05,Archivistica e biblioteconomia,F,103
3291,2012/2013,Laurea Magistrale - dm 270/04,LM-71,Scienze e tecnologie della chimica industriale,F,101
3292,2012/2013,Laurea Magistrale - dm 270/04,LM-11,Scienze per la conservazione dei beni culturali,F,97
3293,2012/2013,Laurea Magistrale - dm 270/04,LM-45,Musicologia e beni musicali,F,95
3294,2012/2013,Laurea Magistrale - dm 270/04,LM/SNT4,Scienze delle professioni sanitarie della prevenzione,M,93
3295,2012/2013,Laurea Magistrale - dm 270/04,LM-01,Antropologia culturale ed etnologia,M,90
3296,2012/2013,Laurea Magistrale - dm 270/04,LM-45,Musicologia e beni musicali,M,90
3297,2012/2013,Laurea Magistrale - dm 270/04,LM-86,Scienze zootecniche e tecnologie  animali,F,89
3298,2012/2013,Laurea Magistrale - dm 270/04,LM-90,Studi europei,F,87
3299,2012/2013,Laurea - dm 270/04,L-43,Diagnostica per la conservazione dei beni culturali,M,87
3300,2012/2013,Laurea  - dm 509/99,DS1,Scienze della difesa e della sicurezza,F,87
3301,2012/2013,Laurea Magistrale - dm 270/04,LM-73,Scienze e tecnologie forestali ed ambientali,F,86
3302,2012/2013,Laurea Magistrale - dm 270/04,LM-39,Linguistica,M,85
3303,2012/2013,Laurea Magistrale - dm 270/04,LM-93,Teorie e metodologie dell'e-learning e della media education,F,79
3304,2012/2013,Laurea Magistrale - dm 270/04,LM-86,Scienze zootecniche e tecnologie  animali,M,78
3305,2012/2013,Laurea Magistrale - dm 270/04,LM-76,Scienze economiche per l'ambiente e la cultura,M,76
3306,2012/2013,Laurea Magistrale - dm 270/04,LM-07,Biotecnologie agrarie,F,76
3307,2012/2013,Laurea Magistrale - dm 270/04,LM-26,Ingegneria della sicurezza,M,74
3308,2012/2013,Laurea Magistrale - dm 270/04,LM-55,Scienze cognitive,M,70
3309,2012/2013,Laurea Magistrale - dm 270/04,LM-03,Architettura del paesaggio,M,70
3310,2012/2013,Laurea Magistrale - dm 270/04,LM-44,Modellistica matematico-fisica per l'ingegneria,F,69
3311,2012/2013,Laurea Magistrale - dm 270/04,LM-50,Programmazione e gestione dei servizi educativi,M,66
3312,2012/2013,Laurea Magistrale - dm 270/04,LM-90,Studi europei,M,61
3313,2012/2013,Laurea Magistrale - dm 270/04,LM-57,Scienze dell'educazione degli adulti e della formazione continua,M,59
3314,2012/2013,Laurea Magistrale - dm 270/04,LM-47,Organizzazione e gestione dei servizi per lo sport e le attività motorie,M,56
3315,2012/2013,Laurea Magistrale - dm 270/04,LM-36,Lingue e letterature dell'Africa e dell'Asia,M,54
3316,2012/2013,Laurea - dm 270/04,L-28,Scienze e tecnologie della navigazione,F,52
3317,2012/2013,Laurea Magistrale - dm 270/04,LM-07,Biotecnologie agrarie,M,51
3318,2012/2013,Laurea Specialistica - dm 509/99,DS1/S,Specialistiche nelle scienze della difesa e della sicurezza,F,50
3319,2012/2013,Laurea Magistrale - dm 270/04,LM-28,Ingegneria elettrica,F,49
3320,2012/2013,Laurea Magistrale - dm 270/04,LM-25,Ingegneria dell'automazione,F,49
3321,2012/2013,Laurea Magistrale a Ciclo Unico - dm 270/04,LMR/02,Conservazione e restauro dei beni culturali,F,49
3322,2012/2013,Laurea Magistrale - dm 270/04,LM-34,Ingegneria navale,F,44
3323,2012/2013,Laurea Magistrale - dm 270/04,LM-80,Scienze geografiche,M,43
3324,2012/2013,Laurea Magistrale - dm 270/04,LM-80,Scienze geografiche,F,39
3325,2012/2013,Laurea Magistrale - dm 270/04,LM-26,Ingegneria della sicurezza,F,37
3326,2012/2013,Laurea Magistrale - dm 270/04,LM-47,Organizzazione e gestione dei servizi per lo sport e le attività motorie,F,35
3327,2012/2013,Laurea Magistrale - dm 270/04,LM-05,Archivistica e biblioteconomia,M,34
3328,2012/2013,Laurea Magistrale - dm 270/04,LM-58,Scienze dell'universo,M,34
3329,2012/2013,Laurea Magistrale - dm 270/04,LM-58,Scienze dell'universo,F,30
3330,2012/2013,Laurea Magistrale - dm 270/04,LM-11,Scienze per la conservazione dei beni culturali,M,27
3331,2012/2013,Laurea Magistrale - dm 270/04,LM-43,Metodologie informatiche per le discipline umanistiche,F,23
3332,2012/2013,Laurea Magistrale - dm 270/04,LM-79,Scienze geofisiche,M,20
3333,2012/2013,Laurea Magistrale - dm 270/04,LM-64,Scienze delle religioni,F,19
3334,2012/2013,Laurea Magistrale - dm 270/04,LM-64,Scienze delle religioni,M,18
3335,2012/2013,Laurea Magistrale - dm 270/04,LM-93,Teorie e metodologie dell'e-learning e della media education,M,18
3336,2012/2013,Laurea Magistrale - dm 270/04,LM-66,Sicurezza informatica,M,17
3337,2012/2013,Laurea Magistrale - dm 270/04,LM-79,Scienze geofisiche,F,17
3338,2012/2013,Laurea Magistrale - dm 270/04,LM-43,Metodologie informatiche per le discipline umanistiche,M,14
3339,2012/2013,Laurea Magistrale - dm 270/04,LM-91,Tecniche e metodi per la societa dell'informazione,M,6
3340,2012/2013,Laurea Magistrale - dm 270/04,LM-72,Scienze e tecnologie della navigazione,M,5
3341,2012/2013,Laurea Magistrale - dm 270/04,LM-72,Scienze e tecnologie della navigazione,F,4
3342,2012/2013,Laurea Magistrale a Ciclo Unico - dm 270/04,LMR/02,Conservazione e restauro dei beni culturali,M,2
3343,2012/2013,Laurea Magistrale - dm 270/04,LM-91,Tecniche e metodi per la societa dell'informazione,F,2
3344,2012/2013,Laurea Magistrale - dm 270/04,LM-66,Sicurezza informatica,F,1
3345,2011/2012,Laurea - dm 270/04,L-18,Scienze dell'economia e della gestione aziendale,M,18488
3346,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LMG/01,Magistrali in giurisprudenza,F,17778
3347,2011/2012,Laurea - dm 270/04,L-18,Scienze dell'economia e della gestione aziendale,F,15403
3348,2011/2012,Laurea - dm 270/04,L-09,Ingegneria industriale,M,14780
3349,2011/2012,Laurea - dm 270/04,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",F,12483
3350,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LMG/01,Magistrali in giurisprudenza,M,11667
3351,2011/2012,Laurea - dm 270/04,L-19,Scienze dell'educazione e della formazione,F,11030
3352,2011/2012,Laurea - dm 270/04,L-11,Lingue e culture moderne,F,10356
3353,2011/2012,Laurea - dm 270/04,L-08,Ingegneria dell'informazione,M,9639
3354,2011/2012,Laurea - dm 270/04,L-24,Scienze e tecniche psicologiche,F,8854
3355,2011/2012,Laurea Magistrale - dm 270/04,LM-77,Scienze economico-aziendali,F,7864
3356,2011/2012,Laurea Magistrale - dm 270/04,LM-77,Scienze economico-aziendali,M,7467
3357,2011/2012,Laurea - dm 270/04,L-33,Scienze economiche,M,6757
3358,2011/2012,Laurea - dm 270/04,L-20,Scienze della comunicazione,F,6641
3359,2011/2012,Laurea - dm 270/04,L-12,Mediazione linguistica,F,6492
3360,2011/2012,Laurea - dm 270/04,L-10,Lettere,F,6217
3361,2011/2012,Laurea Magistrale - dm 270/04,LM-51,Psicologia,F,5912
3362,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-13ante22,Farmacia e farmacia industriale,F,5712
3363,2011/2012,Laurea - dm 270/04,L-36,Scienze politiche e delle relazioni internazionali,M,5669
3364,2011/2012,Laurea - dm 270/04,L-07,Ingegneria civile e ambientale,M,5668
3365,2011/2012,Laurea - dm 270/04,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",M,5628
3366,2011/2012,Laurea - dm 270/04,L-13,Scienze biologiche,F,5464
3367,2011/2012,Laurea - dm 270/04,L-33,Scienze economiche,F,5365
3368,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-41,Medicina e chirurgia,F,5330
3369,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-41,Medicina e chirurgia,M,4920
3370,2011/2012,Laurea - dm 270/04,L-36,Scienze politiche e delle relazioni internazionali,F,4854
3371,2011/2012,Laurea - dm 270/04,L-22,Scienze delle attività motorie e sportive,M,4725
3372,2011/2012,Laurea - dm 270/04,L-31,Scienze e tecnologie informatiche,M,4627
3373,2011/2012,Laurea - dm 270/04,L-01,Beni culturali,F,4210
3374,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-85 bis,Scienze della formazione primaria,F,4095
3375,2011/2012,Laurea - dm 270/04,L-39,Servizio sociale,F,3820
3376,2011/2012,Laurea - dm 270/04,L-09,Ingegneria industriale,F,3670
3377,2011/2012,Laurea - dm 270/04,L-20,Scienze della comunicazione,M,3574
3378,2011/2012,Laurea - dm 270/04,L-14,Scienze dei servizi giuridici,F,3040
3379,2011/2012,Laurea - dm 270/04,L-14,Scienze dei servizi giuridici,M,2989
3380,2011/2012,Laurea - dm 270/04,L/SNT2,Professioni sanitarie della riabilitazione,F,2936
3381,2011/2012,Laurea Magistrale - dm 270/04,LM-06,Biologia,F,2903
3382,2011/2012,Laurea - dm 270/04,L-11,Lingue e culture moderne,M,2885
3383,2011/2012,Laurea - dm 270/04,L-02,Biotecnologie,F,2723
3384,2011/2012,Laurea - dm 270/04,L-25,Scienze e tecnologie agrarie e forestali,M,2687
3385,2011/2012,Laurea - dm 270/04,L-24,Scienze e tecniche psicologiche,M,2683
3386,2011/2012,Laurea Magistrale - dm 270/04,LM-33,Ingegneria meccanica,M,2546
3387,2011/2012,Laurea - dm 270/04,L-10,Lettere,M,2485
3388,2011/2012,Laurea - dm 270/04,L-08,Ingegneria dell'informazione,F,2447
3389,2011/2012,Laurea Magistrale - dm 270/04,LM-14,Filologia moderna,F,2433
3390,2011/2012,Laurea - dm 270/04,L-07,Ingegneria civile e ambientale,F,2420
3391,2011/2012,Laurea - dm 270/04,L/SNT3,Professioni sanitarie tecniche,F,2413
3392,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-13ante22,Farmacia e farmacia industriale,M,2409
3393,2011/2012,Laurea - dm 270/04,L-13,Scienze biologiche,M,2297
3394,2011/2012,Laurea - dm 270/04,L-22,Scienze delle attività motorie e sportive,F,2165
3395,2011/2012,Laurea Magistrale - dm 270/04,LM-37,Lingue e letterature moderne europee e americane,F,2130
3396,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),F,2106
3397,2011/2012,Laurea - dm 270/04,L-15,Scienze del turismo,F,2036
3398,2011/2012,Laurea Magistrale - dm 270/04,LM-56,Scienze dell'economia,M,1996
3399,2011/2012,Laurea - dm 270/04,L-17,Scienze dell'architettura,F,1994
3400,2011/2012,Laurea - dm 270/04,L-30,Scienze e tecnologie fisiche,M,1958
3401,2011/2012,Laurea - dm 270/04,L-26,Scienze e tecnologie alimentari,F,1952
3402,2011/2012,Laurea - dm 270/04,L-40,Sociologia,F,1950
3403,2011/2012,Laurea Magistrale - dm 270/04,LM-23,Ingegneria civile,M,1947
3404,2011/2012,Laurea Magistrale - dm 270/04,LM-85,Scienze pedagogiche,F,1939
3405,2011/2012,Laurea - dm 270/04,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",F,1929
3406,2011/2012,Laurea - dm 270/04,L-32,Scienze e tecnologie per l'ambiente e la natura,F,1898
3407,2011/2012,Laurea - dm 270/04,L-29,Scienze e tecnologie farmaceutiche,F,1892
3408,2011/2012,Laurea - dm 270/04,L-05,Filosofia,F,1861
3409,2011/2012,Laurea - dm 270/04,L/SNT3,Professioni sanitarie tecniche,M,1851
3410,2011/2012,Laurea - dm 270/04,L-17,Scienze dell'architettura,M,1834
3411,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),M,1834
3412,2011/2012,Laurea Magistrale - dm 270/04,LM-04,Architettura e ingegneria edile-architettura,F,1832
3413,2011/2012,Laurea - dm 270/04,L-16,Scienze dell'amministrazione e dell'organizzazione,F,1813
3414,2011/2012,Laurea Magistrale - dm 270/04,LM-31,Ingegneria gestionale,M,1768
3415,2011/2012,Laurea - dm 270/04,L-27,Scienze e tecnologie chimiche,M,1756
3416,2011/2012,Laurea - dm 270/04,L-05,Filosofia,M,1741
3417,2011/2012,Laurea - dm 270/04,L-16,Scienze dell'amministrazione e dell'organizzazione,M,1732
3418,2011/2012,Laurea - dm 270/04,L-27,Scienze e tecnologie chimiche,F,1713
3419,2011/2012,Laurea - dm 270/04,L/SNT2,Professioni sanitarie della riabilitazione,M,1705
3420,2011/2012,Laurea Magistrale - dm 270/04,LM-56,Scienze dell'economia,F,1665
3421,2011/2012,Laurea Magistrale - dm 270/04,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,F,1665
3422,2011/2012,Laurea - dm 270/04,L-32,Scienze e tecnologie per l'ambiente e la natura,M,1582
3423,2011/2012,Laurea - dm 270/04,L-02,Biotecnologie,M,1581
3424,2011/2012,Laurea Magistrale - dm 270/04,LM-32,Ingegneria informatica,M,1581
3425,2011/2012,Laurea - dm 270/04,L-12,Mediazione linguistica,M,1472
3426,2011/2012,Laurea - dm 270/04,L-23,Scienze e tecniche dell'edilizia,M,1462
3427,2011/2012,Laurea - dm 270/04,L-38,Scienze zootecniche e tecnologie delle produzioni animali,F,1410
3428,2011/2012,Laurea - dm 270/04,L-42,Storia,M,1406
3429,2011/2012,Laurea - dm 270/04,L-26,Scienze e tecnologie alimentari,M,1403
3430,2011/2012,Laurea Magistrale - dm 270/04,LM-04,Architettura e ingegneria edile-architettura,M,1403
3431,2011/2012,Laurea - dm 270/04,L-01,Beni culturali,M,1386
3432,2011/2012,Laurea Magistrale - dm 270/04,LM-87,Servizio sociale e politiche sociali,F,1371
3433,2011/2012,Laurea - dm 270/04,L-35,Scienze matematiche,F,1359
3434,2011/2012,Laurea - dm 270/04,L-04,Disegno industriale,F,1291
3435,2011/2012,Laurea Magistrale - dm 270/04,LM-52,Relazioni internazionali,F,1281
3436,2011/2012,Laurea Magistrale - dm 270/04,LM-89,Storia dell'arte,F,1255
3437,2011/2012,Laurea - dm 270/04,L-35,Scienze matematiche,M,1190
3438,2011/2012,Laurea - dm 270/04,L-25,Scienze e tecnologie agrarie e forestali,F,1153
3439,2011/2012,Laurea Magistrale - dm 270/04,LM-31,Ingegneria gestionale,F,1127
3440,2011/2012,Laurea - dm 270/04,L-30,Scienze e tecnologie fisiche,F,1124
3441,2011/2012,Laurea - dm 270/04,L-19,Scienze dell'educazione e della formazione,M,1119
3442,2011/2012,Laurea Magistrale - dm 270/04,LM-51,Psicologia,M,1103
3443,2011/2012,Laurea Magistrale - dm 270/04,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",F,1101
3444,2011/2012,Laurea - dm 270/04,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",M,1028
3445,2011/2012,Laurea Magistrale - dm 270/04,LM-06,Biologia,M,1008
3446,2011/2012,Laurea - dm 270/04,L-34,Scienze geologiche,M,971
3447,2011/2012,Laurea - dm 270/04,L-23,Scienze e tecniche dell'edilizia,F,962
3448,2011/2012,Laurea Magistrale - dm 270/04,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",F,957
3449,2011/2012,Laurea Magistrale - dm 270/04,LM-78,Scienze filosofiche,F,940
3450,2011/2012,Laurea Magistrale - dm 270/04,LM-52,Relazioni internazionali,M,899
3451,2011/2012,Laurea Magistrale - dm 270/04,LM-29,Ingegneria elettronica,M,871
3452,2011/2012,Laurea Magistrale - dm 270/04,LM-18,Informatica,M,856
3453,2011/2012,Laurea - dm 270/04,L-04,Disegno industriale,M,856
3454,2011/2012,Laurea - dm 270/04,L-42,Storia,F,846
3455,2011/2012,Laurea - dm 270/04,L-40,Sociologia,M,823
3456,2011/2012,Laurea - dm 270/04,L-15,Scienze del turismo,M,805
3457,2011/2012,Laurea Magistrale - dm 270/04,LM-88,Sociologia e ricerca sociale,F,780
3458,2011/2012,Laurea Magistrale - dm 270/04,LM-23,Ingegneria civile,F,744
3459,2011/2012,Laurea Magistrale - dm 270/04,LM-17,Fisica,M,730
3460,2011/2012,Laurea Magistrale - dm 270/04,LM-19,Informazione e sistemi editoriali,F,730
3461,2011/2012,Laurea Magistrale - dm 270/04,LM-63,Scienze delle pubbliche amministrazioni,F,721
3462,2011/2012,Laurea Magistrale - dm 270/04,LM-40,Matematica,F,702
3463,2011/2012,Laurea Magistrale - dm 270/04,LM-50,Programmazione e gestione dei servizi educativi,F,698
3464,2011/2012,Laurea Magistrale - dm 270/04,LM-30,Ingegneria energetica e nucleare,M,684
3465,2011/2012,Laurea Magistrale - dm 270/04,LM-65,Scienze dello spettacolo e produzione multimediale,F,676
3466,2011/2012,Laurea Magistrale - dm 270/04,LM-78,Scienze filosofiche,M,676
3467,2011/2012,Laurea Magistrale - dm 270/04,LM-94,Traduzione specialistica e interpretariato,F,672
3468,2011/2012,Laurea Magistrale - dm 270/04,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",M,671
3469,2011/2012,Laurea Magistrale - dm 270/04,LM-62,Scienze della politica,F,668
3470,2011/2012,Laurea - dm 270/04,L-31,Scienze e tecnologie informatiche,F,661
3471,2011/2012,Laurea Magistrale - dm 270/04,LM-84,Scienze storiche,M,660
3472,2011/2012,Laurea Magistrale - dm 270/04,LM-62,Scienze della politica,M,645
3473,2011/2012,Laurea Magistrale - dm 270/04,LM-02,Archeologia,F,643
3474,2011/2012,Laurea Magistrale - dm 270/04,LM-35,Ingegneria per l'ambiente e il territorio,M,641
3475,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-42,Medicina veterinaria,F,625
3476,2011/2012,Laurea Magistrale - dm 270/04,LM-14,Filologia moderna,M,625
3477,2011/2012,Laurea Magistrale - dm 270/04,LM/SNT1,Scienze infermieristiche e ostetriche,F,617
3478,2011/2012,Laurea Magistrale - dm 270/04,LM-24,Ingegneria dei sistemi edilizi,M,600
3479,2011/2012,Laurea Magistrale - dm 270/04,LM-20,Ingegneria aerospaziale e astronautica,M,585
3480,2011/2012,Laurea Magistrale - dm 270/04,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,M,569
3481,2011/2012,Laurea - dm 270/04,L-29,Scienze e tecnologie farmaceutiche,M,566
3482,2011/2012,Laurea - dm 270/04,L-41,Statistica,M,563
3483,2011/2012,Laurea Magistrale - dm 270/04,LM-63,Scienze delle pubbliche amministrazioni,M,545
3484,2011/2012,Laurea Magistrale - dm 270/04,LM-27,Ingegneria delle telecomunicazioni,M,539
3485,2011/2012,Laurea Magistrale - dm 270/04,LM-15,"Filologia, letterature e storia dell'antichità",F,537
3486,2011/2012,Laurea Magistrale - dm 270/04,LM-12,Design,F,536
3487,2011/2012,Laurea - dm 270/04,L-34,Scienze geologiche,F,533
3488,2011/2012,Laurea Magistrale - dm 270/04,LM-54,Scienze chimiche,F,528
3489,2011/2012,Laurea - dm 270/04,L-38,Scienze zootecniche e tecnologie delle produzioni animali,M,524
3490,2011/2012,Laurea Magistrale - dm 270/04,LM-84,Scienze storiche,F,522
3491,2011/2012,Laurea Magistrale - dm 270/04,LM-40,Matematica,M,521
3492,2011/2012,Laurea Magistrale - dm 270/04,LM-54,Scienze chimiche,M,520
3493,2011/2012,Laurea Magistrale - dm 270/04,LM-69,Scienze e tecnologie agrarie,M,518
3494,2011/2012,Laurea Magistrale - dm 270/04,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,F,510
3495,2011/2012,Laurea Magistrale - dm 270/04,LM-21,Ingegneria biomedica,F,497
3496,2011/2012,Laurea - dm 270/04,L/SNT4,Professioni sanitarie della prevenzione,M,478
3497,2011/2012,Laurea - dm 270/04,L/SNT4,Professioni sanitarie della prevenzione,F,472
3498,2011/2012,Laurea Magistrale - dm 270/04,LM-68,Scienze e tecniche dello sport,M,462
3499,2011/2012,Laurea - dm 270/04,L-39,Servizio sociale,M,460
3500,2011/2012,Laurea Magistrale - dm 270/04,LM-16,Finanza,M,457
3501,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-46,Odontoiatria e protesi dentaria,M,454
3502,2011/2012,Laurea - dm 270/04,L-41,Statistica,F,451
3503,2011/2012,Laurea - dm 270/04,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",M,448
3504,2011/2012,Laurea Magistrale - dm 270/04,LM-28,Ingegneria elettrica,M,448
3505,2011/2012,Laurea Magistrale - dm 270/04,LM-22,Ingegneria chimica,M,444
3506,2011/2012,Laurea Magistrale - dm 270/04,LM-35,Ingegneria per l'ambiente e il territorio,F,433
3507,2011/2012,Laurea Magistrale - dm 270/04,LM-49,Progettazione e gestione dei sistemi turistici,F,427
3508,2011/2012,Laurea Magistrale - dm 270/04,LM-21,Ingegneria biomedica,M,418
3509,2011/2012,Laurea Magistrale - dm 270/04,LM-57,Scienze dell'educazione degli adulti e della formazione continua,F,416
3510,2011/2012,Laurea - dm 270/04,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace",F,396
3511,2011/2012,Laurea Magistrale - dm 270/04,LM-74,Scienze e tecnologie geologiche,M,392
3512,2011/2012,Laurea Magistrale - dm 270/04,LM-25,Ingegneria dell'automazione,M,389
3513,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-46,Odontoiatria e protesi dentaria,F,379
3514,2011/2012,Laurea Magistrale - dm 270/04,LM-39,Linguistica,F,374
3515,2011/2012,Laurea Magistrale - dm 270/04,LM-16,Finanza,F,360
3516,2011/2012,Laurea Magistrale - dm 270/04,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",M,360
3517,2011/2012,Laurea Magistrale - dm 270/04,LM-61,Scienze della nutrizione umana,F,358
3518,2011/2012,Laurea  - dm 509/99,DS1,Scienze della difesa e della sicurezza,M,353
3519,2011/2012,Laurea Magistrale - dm 270/04,LM-81,Scienze per la cooperazione allo sviluppo,F,353
3520,2011/2012,Laurea Magistrale - dm 270/04,LM-24,Ingegneria dei sistemi edilizi,F,351
3521,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-42,Medicina veterinaria,M,334
3522,2011/2012,Laurea Magistrale - dm 270/04,LM-12,Design,M,329
3523,2011/2012,Laurea Magistrale - dm 270/04,LM-37,Lingue e letterature moderne europee e americane,M,322
3524,2011/2012,Laurea Specialistica - dm 509/99,DS1/S,Specialistiche nelle scienze della difesa e della sicurezza,M,316
3525,2011/2012,Laurea Magistrale - dm 270/04,LM-65,Scienze dello spettacolo e produzione multimediale,M,314
3526,2011/2012,Laurea - dm 270/04,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",F,309
3527,2011/2012,Laurea - dm 270/04,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace",M,308
3528,2011/2012,Laurea Magistrale - dm 270/04,LM-19,Informazione e sistemi editoriali,M,307
3529,2011/2012,Laurea Magistrale - dm 270/04,LM-17,Fisica,F,303
3530,2011/2012,Laurea Magistrale - dm 270/04,LM-88,Sociologia e ricerca sociale,M,299
3531,2011/2012,Laurea Magistrale - dm 270/04,LM-76,Scienze economiche per l'ambiente e la cultura,F,292
3532,2011/2012,Laurea Magistrale - dm 270/04,LM-02,Archeologia,M,291
3533,2011/2012,Laurea Magistrale - dm 270/04,LM-70,Scienze e tecnologie alimentari,F,282
3534,2011/2012,Laurea Magistrale - dm 270/04,LM-53ante21,Scienza e ingegneria dei materiali,M,280
3535,2011/2012,Laurea - dm 270/04,L-43,Diagnostica per la conservazione dei beni culturali,F,279
3536,2011/2012,Laurea Magistrale - dm 270/04,LM-22,Ingegneria chimica,F,271
3537,2011/2012,Laurea Magistrale - dm 270/04,LM-33,Ingegneria meccanica,F,263
3538,2011/2012,Laurea Magistrale - dm 270/04,LM-36,Lingue e letterature dell'Africa e dell'Asia,F,263
3539,2011/2012,Laurea Magistrale - dm 270/04,LM-92,Teorie della comunicazione,F,262
3540,2011/2012,Laurea Magistrale - dm 270/04,LM-89,Storia dell'arte,M,258
3541,2011/2012,Laurea Magistrale - dm 270/04,LM-08,Biotecnologie industriali,F,250
3542,2011/2012,Laurea Magistrale - dm 270/04,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,M,249
3543,2011/2012,Laurea Magistrale - dm 270/04,LM-01,Antropologia culturale ed etnologia,F,246
3544,2011/2012,Laurea Magistrale - dm 270/04,LM-70,Scienze e tecnologie alimentari,M,243
3545,2011/2012,Laurea Magistrale - dm 270/04,LM-74,Scienze e tecnologie geologiche,F,237
3546,2011/2012,Laurea Magistrale - dm 270/04,LM-32,Ingegneria informatica,F,236
3547,2011/2012,Laurea Magistrale - dm 270/04,LM/SNT2,Scienze riabilitative delle professioni sanitarie,F,234
3548,2011/2012,Laurea Magistrale - dm 270/04,LM-48,Pianificazione territoriale urbanistica e ambientale,M,232
3549,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-85 bis,Scienze della formazione primaria,M,228
3550,2011/2012,Laurea Magistrale - dm 270/04,LM-68,Scienze e tecniche dello sport,F,227
3551,2011/2012,Laurea Magistrale - dm 270/04,LM-55,Scienze cognitive,F,212
3552,2011/2012,Laurea Magistrale - dm 270/04,LM/SNT1,Scienze infermieristiche e ostetriche,M,212
3553,2011/2012,Laurea Magistrale - dm 270/04,LM-69,Scienze e tecnologie agrarie,F,207
3554,2011/2012,Laurea Magistrale - dm 270/04,LM-75,Scienze e tecnologie per l'ambiente e il territorio,M,204
3555,2011/2012,Laurea Magistrale - dm 270/04,LM/SNT3,Scienze delle professioni sanitarie tecniche,F,201
3556,2011/2012,Laurea Magistrale - dm 270/04,LM-82,Scienze statistiche,F,199
3557,2011/2012,Laurea Magistrale - dm 270/04,LM-71,Scienze e tecnologie della chimica industriale,M,195
3558,2011/2012,Laurea Magistrale - dm 270/04,LM-75,Scienze e tecnologie per l'ambiente e il territorio,F,191
